Region,Function,Role Name,Policies
us-east-1,test_redirect_url,test_redirect_url-role-umxj23hf,{"test_redirect_url-role-umxj23hf": [{"PolicyName": "AWSLambdaBasicExecutionRole-50ab478c-1fd4-4c80-9c61-63254ba6b9e1", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-50ab478c-1fd4-4c80-9c61-63254ba6b9e1"}]}
us-east-1,rs-html2pdf,rs-html2pdf-role-gndbtp3e,{"rs-html2pdf-role-gndbtp3e": [{"PolicyName": "AWSLambdaBasicExecutionRole-c4969818-12d1-489a-a855-016b4252683b", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-c4969818-12d1-489a-a855-016b4252683b"}, {"PolicyName": "AmazonS3FullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonS3FullAccess"}]}
us-east-1,findWeather,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,lambda-sqs,lambda-sqs-role-7z2za4sd,{"lambda-sqs-role-7z2za4sd": [{"PolicyName": "AWSLambdaBasicExecutionRole-e8894c13-01a2-4418-8aa9-2cbbd1907680", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-e8894c13-01a2-4418-8aa9-2cbbd1907680"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}]}
us-east-1,python-example-iam-dev-hello-iam-example,python-example-iam-dev-us-east-1-lambdaRole,{"python-example-iam-dev-us-east-1-lambdaRole": []}
us-east-1,haipb-testing-request-url-nodejs,haipb-testing-request-url-nodejs-role-v3cz4cn2,{"haipb-testing-request-url-nodejs-role-v3cz4cn2": [{"PolicyName": "AWSLambdaBasicExecutionRole-06bbf972-36cd-423b-858f-0ab541e28aca", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-06bbf972-36cd-423b-858f-0ab541e28aca"}]}
us-east-1,python-example-environment-variables-dev-hello-env-john,python-example-environment-variables-dev-us-east-1-lambdaRole,{"python-example-environment-variables-dev-us-east-1-lambdaRole": []}
us-east-1,ria-crop-demo,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,rs-html2pdf-asyn,rs-html2pdf-role-gndbtp3e,{"rs-html2pdf-role-gndbtp3e": [{"PolicyName": "AWSLambdaBasicExecutionRole-c4969818-12d1-489a-a855-016b4252683b", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-c4969818-12d1-489a-a855-016b4252683b"}, {"PolicyName": "AmazonS3FullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonS3FullAccess"}]}
us-east-1,python-example-environment-variables-dev-hello-env-marc,python-example-environment-variables-dev-us-east-1-lambdaRole,{"python-example-environment-variables-dev-us-east-1-lambdaRole": []}
us-east-1,generative-weather-chatbot,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,vsii-fcm,vsii-fcm-role-zcoya1me,{"vsii-fcm-role-zcoya1me": [{"PolicyName": "AWSLambdaBasicExecutionRole-0ac2c690-7706-4b01-9fe0-2060a287c709", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-0ac2c690-7706-4b01-9fe0-2060a287c709"}]}
us-east-1,process_image_upload,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,randomMessages,randomMessages-role-hklwpkcj,{"randomMessages-role-hklwpkcj": [{"PolicyName": "AWSLambdaBasicExecutionRole-8acba5fa-0296-4133-8171-3030e56e126c", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-8acba5fa-0296-4133-8171-3030e56e126c"}]}
us-east-1,haipb-testing-get-redirect-image,ria_html2pdf-role-519vlbdj,{"ria_html2pdf-role-519vlbdj": [{"PolicyName": "AWSLambdaBasicExecutionRole-a1e02e73-c3f3-46d1-80fb-eebb59035699", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-a1e02e73-c3f3-46d1-80fb-eebb59035699"}, {"PolicyName": "AmazonS3FullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonS3FullAccess"}]}
us-east-1,python-example-vpc-dev-hello-vpc,python-example-vpc-dev-us-east-1-lambdaRole,{"python-example-vpc-dev-us-east-1-lambdaRole": [{"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}]}
us-east-1,LambdaChildFunction,LambdaChildFunction-role-epd8dioo,{"LambdaChildFunction-role-epd8dioo": [{"PolicyName": "AWSLambdaBasicExecutionRole-e21ffafe-0fbb-4938-9f2c-4962c2ad6837", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-e21ffafe-0fbb-4938-9f2c-4962c2ad6837"}]}
us-east-1,vsii-weather-chatbot,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,python-s3-thumbnail-dev-s3-thumbnail-generator,python-s3-thumbnail-dev-us-east-1-lambdaRole,{"python-s3-thumbnail-dev-us-east-1-lambdaRole": []}
us-east-1,ria_weatherLamdaFunc_demo,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,lambda_efs,lambda_efs,{"lambda_efs": [{"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AmazonElasticFileSystemClientFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientFullAccess"}]}
us-east-1,hashtag_crop_demo,hashtag_crop_demo-role-0c66i6oy,{"hashtag_crop_demo-role-0c66i6oy": [{"PolicyName": "AWSLambdaBasicExecutionRole-ac28fde7-abd4-4b8c-92dc-56ceb788b06c", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-ac28fde7-abd4-4b8c-92dc-56ceb788b06c"}]}
us-east-1,rs-cloudfont-testing,edgeLambdaTriggerOnRequest,{"edgeLambdaTriggerOnRequest": [{"PolicyName": "AWSLambdaEdgeExecutionRole-e6efe932-352d-4eaa-95f7-72797291b18c", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaEdgeExecutionRole-e6efe932-352d-4eaa-95f7-72797291b18c"}]}
us-east-1,LambdaParentFunction,InvokeOtherLambdaRole,{"InvokeOtherLambdaRole": [{"PolicyName": "InvokeOtherLambdaPolicy", "PolicyArn": "arn:aws:iam::838635938245:policy/InvokeOtherLambdaPolicy"}, {"PolicyName": "AWSLambdaLambdaFunctionDestinationExecutionRole-840e09ab-f85d-48fa-ab8e-7e63bac259a0", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaLambdaFunctionDestinationExecutionRole-840e09ab-f85d-48fa-ab8e-7e63bac259a0"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}]}
us-east-1,ria-ai-hashtag-lambda-1,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,ria-ai-collage-detection-transform-output,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,sam-app-HelloWorldFunction-U5MYTWBRZ343,sam-app-HelloWorldFunctionRole-1KH4Q6I2UHEVF,{"sam-app-HelloWorldFunctionRole-1KH4Q6I2UHEVF": [{"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}]}
us-east-1,tvt-combine-names,tvt-combine-names-role-floekn6f,{"tvt-combine-names-role-floekn6f": [{"PolicyName": "AWSLambdaBasicExecutionRole-e09e73d0-5d40-4b6c-b949-c93eba9892a2", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-e09e73d0-5d40-4b6c-b949-c93eba9892a2"}]}
us-east-1,presignedUrl,presignedUrl-role-vz51jf7b,{"presignedUrl-role-vz51jf7b": [{"PolicyName": "AWSLambdaBasicExecutionRole-697e4c17-2b7d-414d-ae8b-ba11c991a030", "PolicyArn": "arn:aws:iam::838635938245:policy/service-role/AWSLambdaBasicExecutionRole-697e4c17-2b7d-414d-ae8b-ba11c991a030"}]}
us-east-1,ria-chat-bot-lambda,dev-rS-role,{"dev-rS-role": [{"PolicyName": "AWSLambdaFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaFullAccess"}, {"PolicyName": "AWSLambdaDynamoDBExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaDynamoDBExecutionRole"}, {"PolicyName": "AWSLambdaExecute", "PolicyArn": "arn:aws:iam::aws:policy/AWSLambdaExecute"}, {"PolicyName": "AWSLambdaSQSQueueExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole"}, {"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}, {"PolicyName": "AWSLambdaVPCAccessExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole"}, {"PolicyName": "AWSLambdaRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaRole"}, {"PolicyName": "AmazonSageMakerFullAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonSageMakerFullAccess"}, {"PolicyName": "AmazonElasticFileSystemClientReadWriteAccess", "PolicyArn": "arn:aws:iam::aws:policy/AmazonElasticFileSystemClientReadWriteAccess"}]}
us-east-1,tvt_lambda_sf_helloworld,tvt_lambda_stepfunction_demo_role,{"tvt_lambda_stepfunction_demo_role": [{"PolicyName": "AWSLambdaBasicExecutionRole", "PolicyArn": "arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole"}]}
